Application,Server,ID,Release_Date,Benchmark,Version1,Status1,Version1_Finding_Details,Version2,Status2,Version2_Finding_Details,T/F,TRUE/FALSE
application D,server A,AC-03,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application D,server A,AC-04,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application D,server A,AC-05,2021-05-04,DOT NET,version1,Not a Finding,Findings A,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-06,2021-05-04,IE11,version1,Not a Finding,Findings B,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-07,2021-05-04,IE11,version1,Not a Finding,Findings C,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-08,2021-05-04,IE11,version1,Not a Finding,Findings D,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,FALSE,FALSE
application D,server A,AC-09,2021-05-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-10,2021-05-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-11,2021-05-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-12,2021-05-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server A,AC-13,2021-05-04,Windows2012,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-14,2021-05-04,DOT NET,version1,Not Applicable,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings A,FALSE,FALSE
application D,server B,AC-15,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings B,FALSE,FALSE
application D,server B,AC-16,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings C,FALSE,FALSE
application D,server B,AC-17,2021-05-04,DOT NET,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings D,FALSE,FALSE
application D,server B,AC-18,2021-05-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,Findings E,FALSE,FALSE
application D,server B,AC-19,2021-05-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-20,2021-05-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-21,2021-05-04,IE11,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-22,2021-05-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-23,2021-05-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
application D,server B,AC-24,2021-05-04,Windows2012,version1,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,version2,Not a Finding,No finding details were detected during scan. This checklist passed the security test because no finding details were found during the security scan.,TRUE,TRUE
